contact_age_0,contact_age_1,home,work,school,public,country,dayofweek,hh_size
0,37,False,False,True,False,GB,1,4
0,57,True,False,False,False,GB,5,6
0,2,True,False,False,False,GB,5,6
0,29,True,False,False,False,GB,1,4
0,62,False,False,False,False,LU,5,4
0,30,True,False,False,False,FI,5,4
0,58,False,False,False,True,FI,5,4
0,19,False,False,False,True,IT,6,4
0,35,True,False,False,False,IT,6,4
0,55,False,False,False,False,IT,6,4
0,7,True,False,False,False,IT,6,4
0,64,False,False,False,True,IT,6,4
0,4,True,False,False,False,IT,6,4
0,45,False,False,False,False,IT,6,4
0,31,False,False,False,False,IT,6,4
0,3,True,False,False,False,IT,6,4
0,3,True,False,False,True,IT,6,4
0,25,True,False,False,False,IT,6,4
0,65,False,False,False,True,IT,6,4
0,70,True,False,False,False,IT,6,4
0,28,True,False,False,False,FI,5,4
0,62,False,False,False,True,FI,5,4
0,3,True,False,False,False,GB,5,6
0,65,False,False,False,False,IT,6,4
0,3,False,False,False,False,IT,6,3
0,17,False,False,False,False,IT,6,3
0,32,False,False,False,False,IT,6,3
0,57,False,False,False,False,IT,6,3
0,4,True,False,False,False,LU,6,5
0,6,True,False,False,False,LU,6,5
0,42,True,False,False,False,LU,6,5
0,57,False,False,False,False,LU,6,4
0,42,False,False,False,False,IT,6,3
0,1,False,False,False,False,LU,6,4
0,32,False,False,False,False,LU,6,4
0,92,False,False,False,False,LU,6,4
0,59,False,False,False,False,LU,6,4
0,29,False,False,False,False,LU,6,4
0,69,False,False,False,False,LU,6,4
0,68,False,False,False,False,LU,6,4
0,32,False,False,False,False,LU,6,4
0,13,False,False,False,False,IT,6,3
0,40,True,False,False,False,IT,6,3
0,32,False,False,False,False,IT,6,3
0,40,False,False,False,False,IT,6,3
0,17,False,False,False,False,IT,6,3
0,34,True,False,False,False,IT,6,3
0,41,True,False,False,False,LU,1,3
0,42,False,False,False,False,LU,1,3
0,38,True,False,False,False,LU,1,3
0,27,True,False,False,False,LU,5,6
0,53,False,False,False,True,BE,4,3
0,52,False,False,False,True,BE,4,3
0,32,False,False,False,False,BE,4,3
0,26,True,False,False,False,BE,4,3
0,27,True,False,False,False,BE,4,3
0,31,False,False,True,False,BE,4,3
0,35,False,False,True,False,BE,4,3
0,33,True,False,False,False,IT,6,3
0,42,False,False,False,False,IT,6,3
0,40,True,False,False,False,LU,6,5
0,65,False,False,False,True,IT,6,4
0,70,True,False,False,False,IT,6,4
0,60,True,False,False,False,PL,1,7
0,32,True,False,False,False,BE,6,4
0,30,True,False,False,False,BE,6,4
0,33,True,False,False,False,BE,6,4
0,29,True,False,False,False,BE,6,4
0,1,True,False,False,False,BE,6,4
