date,year,week,r0_average,r0_conf_95_low,r0_conf_95_high,H_cumulative,H_new,ICU_cummulative,ICU_new,I_cumulative,I_new,D_cumulative,D_new,V_1_cumulative,V_2_cumulative,V_1_new,V_2_new,vaccine_supply_new,alpha_s,alpha_e1,alpha_e2,alpha_a,alpha_i,w_c1,w_c2,w_c3,w_c4,
8/3/2020,2020 ,  32 ,1,0.6,1.4,1048,2,232,0,9362,38,256,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/4/2020,2020 ,  32 ,1,0.6,1.4,1049,1,232,0,9402,40,256,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/5/2020,2020 ,  32 ,1,0.6,1.4,1054,5,232,0,9468,66,256,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/6/2020,2020 ,  32 ,1,0.6,1.4,1056,2,232,0,9546,78,256,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/7/2020,2020 ,  32 ,1,0.6,1.4,1057,1,233,1,9625,79,256,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/8/2020,2020 ,  32 ,1,0.6,1.4,1060,3,233,0,9660,35,256,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/9/2020,2020 ,  33 ,1,0.6,1.4,1062,2,233,0,9694,34,256,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/10/2020,2020 ,  33 ,1,0.6,1.4,1065,3,233,0,9757,63,256,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/11/2020,2020 ,  33 ,1,0.6,1.4,1066,1,233,0,9799,42,256,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/12/2020,2020 ,  33 ,1,0.6,1.4,1066,0,233,0,9862,63,256,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/13/2020,2020 ,  33 ,1,0.6,1.4,1066,0,234,1,9916,54,257,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/14/2020,2020 ,  33 ,1,0.6,1.4,1067,1,234,0,9992,76,261,4,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/15/2020,2020 ,  33 ,1,0.6,1.4,1070,3,234,0,10035,43,261,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/16/2020,2020 ,  34 ,1,0.6,1.4,1072,2,234,0,10062,27,261,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/17/2020,2020 ,  34 ,1,0.6,1.4,1073,1,234,0,10136,74,261,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/18/2020,2020 ,  34 ,1,0.6,1.4,1074,1,234,0,10194,58,262,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/19/2020,2020 ,  34 ,1,0.6,1.4,1075,1,234,0,10254,60,262,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/20/2020,2020 ,  34 ,1,0.6,1.4,1078,3,234,0,10304,50,264,2,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/21/2020,2020 ,  34 ,1,0.6,1.4,1081,3,235,1,10357,53,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/22/2020,2020 ,  34 ,1,0.6,1.4,1083,2,235,0,10402,45,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/23/2020,2020 ,  35 ,1,0.6,1.4,1084,1,235,0,10421,19,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/24/2020,2020 ,  35 ,1,0.6,1.4,1087,3,235,0,10488,67,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/25/2020,2020 ,  35 ,1,0.6,1.4,1088,1,235,0,10530,42,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/26/2020,2020 ,  35 ,1,0.6,1.4,1090,2,235,0,10570,40,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/27/2020,2020 ,  35 ,1,0.6,1.4,1093,3,235,0,10622,52,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/28/2020,2020 ,  35 ,1,0.6,1.4,1095,2,236,1,10706,84,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/29/2020,2020 ,  35 ,1,0.6,1.4,1096,1,236,0,10747,41,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/30/2020,2020 ,  36 ,1,0.6,1.4,1096,0,236,0,10797,50,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
8/31/2020,2020 ,  36 ,1,0.6,1.4,1097,1,236,0,10945,148,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/1/2020,2020 ,  36 ,1,0.7,1.2,1099,2,236,0,11060,115,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/2/2020,2020 ,  36 ,1,0.7,1.2,1101,2,236,0,11161,101,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/3/2020,2020 ,  36 ,1,0.7,1.2,1103,2,236,0,11286,125,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/4/2020,2020 ,  36 ,1,0.7,1.2,1106,3,236,0,11405,119,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/5/2020,2020 ,  36 ,1,0.7,1.2,1106,0,237,1,11478,73,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/6/2020,2020 ,  37 ,1,0.7,1.2,1108,2,237,0,11538,60,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/7/2020,2020 ,  37 ,1,0.7,1.2,1112,4,237,0,11670,132,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/8/2020,2020 ,  37 ,1,0.7,1.2,1114,2,237,0,11783,113,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/9/2020,2020 ,  37 ,1,0.7,1.2,1118,4,237,0,11907,124,264,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/10/2020,2020 ,  37 ,1,0.7,1.2,1122,4,237,0,12039,132,265,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/11/2020,2020 ,  37 ,1,0.7,1.2,1125,3,237,0,12157,118,265,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/12/2020,2020 ,  37 ,1,0.7,1.2,1127,2,238,1,12224,67,265,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/13/2020,2020 ,  38 ,1,0.7,1.2,1128,1,239,1,12302,78,265,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/14/2020,2020 ,  38 ,1,0.7,1.2,1134,6,240,1,12406,104,265,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/15/2020,2020 ,  38 ,1,0.7,1.2,1135,1,241,1,12538,132,265,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/16/2020,2020 ,  38 ,1,0.7,1.2,1139,4,241,0,12675,137,265,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/17/2020,2020 ,  38 ,1,0.7,1.2,1141,2,241,0,12791,116,266,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/18/2020,2020 ,  38 ,1,0.7,1.2,1144,3,241,0,12885,94,267,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/19/2020,2020 ,  38 ,1,0.7,1.2,1149,5,241,0,12943,58,267,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/20/2020,2020 ,  39 ,1,0.7,1.2,1151,2,241,0,13020,77,267,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/21/2020,2020 ,  39 ,1,0.7,1.2,1154,3,242,1,13183,163,267,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/22/2020,2020 ,  39 ,1,0.7,1.2,1157,3,242,0,13284,101,267,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/23/2020,2020 ,  39 ,1,0.7,1.2,1160,3,243,1,13427,143,267,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/24/2020,2020 ,  39 ,1,0.7,1.2,1163,3,243,0,13560,133,270,3,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/25/2020,2020 ,  39 ,1,0.7,1.2,1164,1,244,1,13690,130,270,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/26/2020,2020 ,  39 ,1,0.7,1.2,1165,1,244,0,13753,63,270,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
9/27/2020,2020 ,  40 ,1,0.7,1.2,1166,1,244,0,13807,54,270,0,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
9/28/2020,2020 ,  40 ,1,0.7,1.2,1172,6,245,1,13931,124,274,4,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
9/29/2020,2020 ,  40 ,1,0.7,1.2,1176,4,245,0,14041,110,274,0,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
9/30/2020,2020 ,  40 ,1,0.7,1.2,1179,3,245,0,14159,118,274,0,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
10/1/2020,2020 ,  40 ,1.2,1,1.5,1184,5,246,1,14290,131,274,0,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
10/2/2020,2020 ,  40 ,1.2,1,1.5,1188,4,246,0,14424,134,275,1,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
10/3/2020,2020 ,  40 ,1.2,1,1.5,1188,0,246,0,14534,110,275,0,0,0,0,0,0,1,1,1,1,0.1,2,2,2,2,
10/4/2020,2020 ,  41 ,1.2,1,1.5,1189,1,247,1,14623,89,275,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/5/2020,2020 ,  41 ,1.2,1,1.5,1191,2,247,0,14829,206,275,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/6/2020,2020 ,  41 ,1.2,1,1.5,1192,1,247,0,15027,198,275,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/7/2020,2020 ,  41 ,1.2,1,1.5,1197,5,249,2,15226,199,275,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/8/2020,2020 ,  41 ,1.2,1,1.5,1200,3,249,0,15394,168,275,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/9/2020,2020 ,  41 ,1.2,1,1.5,1210,10,249,0,15535,141,275,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/10/2020,2020 ,  41 ,1.2,1,1.5,1214,4,249,0,15600,65,275,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/11/2020,2020 ,  42 ,1.2,1,1.5,1221,7,249,0,15678,78,275,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/12/2020,2020 ,  42 ,1.2,1,1.5,1225,4,250,1,15843,165,276,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/13/2020,2020 ,  42 ,1.2,1,1.5,1227,2,251,1,15998,155,277,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/14/2020,2020 ,  42 ,1.2,1,1.5,1228,1,252,1,16160,162,277,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/15/2020,2020 ,  42 ,1.2,1,1.5,1231,3,252,0,16300,140,278,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/16/2020,2020 ,  42 ,1.2,1,1.5,1236,5,252,0,16437,137,278,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/17/2020,2020 ,  42 ,1.2,1,1.5,1240,4,254,2,16525,88,278,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/18/2020,2020 ,  43 ,1.2,1,1.5,1243,3,255,1,16618,93,278,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/19/2020,2020 ,  43 ,1.2,1,1.5,1244,1,256,1,16836,218,278,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/20/2020,2020 ,  43 ,1.2,1,1.5,1252,8,256,0,17017,181,278,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/21/2020,2020 ,  43 ,1.2,1,1.5,1262,10,257,1,17237,220,279,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/22/2020,2020 ,  43 ,1.2,1,1.5,1267,5,259,2,17522,285,279,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/23/2020,2020 ,  43 ,1.2,1,1.5,1271,4,259,0,17889,367,279,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/24/2020,2020 ,  43 ,1.2,1,1.5,1278,7,260,1,18120,231,279,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/25/2020,2020 ,  44 ,1.2,1,1.5,1286,8,260,0,18322,202,279,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/26/2020,2020 ,  44 ,1.3,1.1,1.5,1298,12,261,1,18806,484,279,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/27/2020,2020 ,  44 ,1.3,1.1,1.5,1303,5,263,2,19197,391,280,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/28/2020,2020 ,  44 ,1.3,1.1,1.5,1310,7,263,0,19711,514,280,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/29/2020,2020 ,  44 ,1.3,1.1,1.5,1323,13,264,1,20142,431,281,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/30/2020,2020 ,  44 ,1.3,1.1,1.5,1329,6,265,1,20757,615,282,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
10/31/2020,2020 ,  44 ,1.3,1.1,1.5,1335,6,265,0,21141,384,282,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
11/1/2020,2020 ,  45 ,1.3,1.1,1.5,1340,5,265,0,21463,322,282,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
11/2/2020,2020 ,  45 ,1.3,1.1,1.5,1353,13,267,2,22109,646,282,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
11/3/2020,2020 ,  45 ,1.3,1.1,1.5,1371,18,273,6,22791,682,282,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
11/4/2020,2020 ,  45 ,1.3,1.1,1.5,1380,9,275,2,23481,690,282,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
11/5/2020,2020 ,  45 ,0.8,0.7,0.9,1398,18,278,3,24083,602,284,2,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
11/6/2020,2020 ,  45 ,0.8,0.7,0.9,1416,18,281,3,24732,649,285,1,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
11/7/2020,2020 ,  45 ,0.8,0.7,0.9,1428,12,281,0,25121,389,285,0,0,0,0,0,0,1,1,1,1,0.1,0.31,0.24,0.16,0.29,
11/8/2020,2020 ,  46 ,0.8,0.7,0.9,1438,10,282,1,25505,384,285,0,0,0,0,0,0,1,1,1,1,0.1,0.5,0.5,0.5,0.5,
11/9/2020,2020 ,  46 ,0.8,0.7,0.9,1453,15,283,1,26211,706,285,0,0,0,0,0,0,1,1,1,1,0.1,0.5,0.5,0.5,0.5,
